source:/home/wmlinux/dir1/get_homologues-x86_64-20210828/MTB_vs_FH_15112022_homologues/sample_intersection	Agrobacterium_tumefaciens_C58_full.gb	_Azospirillum_brasilense_Sp7_full.gbk	_Blastochloris_viridis_DSM133.gb	_Magnetospirillu_15-1.gb	_Magnetospirillum.gbk	_Magnetospirillum_gryphiswaldense_NZ_CP027526.gb	_Mesorhizobium_japonicum_MAFF303099_full.gbk	_Rhodobacter_capsulatus_SB1003_full.gbk	_Rhodobacter_sphaeroides_2.4.1_full.gbk	_Rhodoblastus_acidophilus_DSM137.gb	_Rhodomicrobium_vannielii_ATCC.gbk	_Rhodoplanes_elegans_DSM11907.gb	_Rhodopseudomonas_pseudopalustris_DSM123.gb	_Rhodospirillum_rubrum_ATCC11170_full.gbk	_Rhodovastum_atsumiense.gbk	_Rhodovastum_atsumiense_G2-11.gbk	_Rubrivivax_gelatinosus_DSM1709.gb	
79185_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79186_helix-turn-helix_tra...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79187_helix-turn-helix_dom...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79191_TonB-dependent_recep...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79197_AAA_family_ATPase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79198_VWA_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79201_threonine-serine_exp...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79205_recombination-associ...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79206_rhomboid_family_intr...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79207_DUF3563_family_prote...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79208_HD-GYP_domain-contai...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79209_EAL_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79210_DUF1840_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79213_pyrrolo-quinoline_qu...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79214_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79215_PilW_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79216_pilus_assembly_prote...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79217_GspH-FimT_family_pse...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79218_prepilin-type_N-term...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79222_embR.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79223_embS.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79230_VanZ_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79235_DUF493_family_protei...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79243_serC.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79244_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79245_sigma-54-dependent_F...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79247_cytochrome_c.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79248_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79253_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79256_PEP-CTERM_sorting_do...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79257_S8_family_serine_pep...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79261_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79270_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79271_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79275_LysR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79279_metallo-mystery_pair...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79280_TonB-dependent_sider...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79281_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79294_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79295_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79296_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79298_SMI1-KNR4_family_pro...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79299_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79300_DUF4440_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79301_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79302_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79303_PAAR_domain-containi...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79304_T6SS_effector_amidas...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79305_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79330_3-oxoacid_CoA-transf...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79333_acetyl-CoA_C-acyltra...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79336_acyl-CoA_thioesteras...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79337_phloretin_hydrolase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
79340_outer_membrane_beta-...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79345_PepSY_domain-contain...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79346_DUF5666_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79350_porin.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
79366_hydrogenase_formatio...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79375_HupE-UreJ_family_pro...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79378_DUF2238_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79386_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79394_dld.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79395_SGNH-GDSL_hydrolase_...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79396_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79397_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79398_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79399_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79400_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79403_serine-threonine-pro...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79414_Smr-MutS_family_prot...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79416_FKBP-type_peptidyl-p...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79421_bifunctional_enoyl-C...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79422_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79423_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79424_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79426_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79428_LysR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79431_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79440_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79443_PAS-domain_containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79444_Cache_3-Cache_2_fusi...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79451_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79454_SUMF1-EgtB-PvdO_fami...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79455_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79456_sodium-calcium_antip...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79458_LysR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79461_tadA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79463_phosphatase_PAP2_fam...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79466_tolA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79474_PEP-CTERM_sorting_do...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79476_pilus_assembly_prote...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79477_PilX_N-terminal_doma...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79478_prepilin-type_N-term...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79479_prepilin-type_N-term...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79480_prepilin-type_N-term...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79481_GspH-FimT_family_pse...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79484_transglycosylase_SLT...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79487_metallophosphoestera...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79492_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79494_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79495_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79496_transposase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79497_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79506_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79507_clostripain-related_...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79508_tetratricopeptide_re...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79509_bifunctional_diguany...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79510_argS.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79511_class_I_SAM-dependen...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79514_pyridoxal_phosphate-...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79515_S41_family_peptidase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79517_S41_family_peptidase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79521_EAL_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79522_zinc_ribbon_domain-c...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79523_AmiS-UreI_family_tra...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79525_zinc_ribbon_domain-c...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79526_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79528_PadR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79529_energy_transducer_To...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79530_DUF3014_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79531_DUF6306_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79537_kdpF.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79542_arsenate_reductase_A...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79549_sigma-70_family_RNA_...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79557_MetQ-NlpA_family_ABC...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79569_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79577_yjjJ.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79581_DUF2249_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79582_CHASE2_domain-contai...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79583_FecR_domain-containi...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79590_response_regulator.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79591_L-D-transpeptidase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79592_DUF1295_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79599_RNA_methyltransferas...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79600_sigma-54-dependent_F...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79603_thioredoxin_family_p...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79604_MBL_fold_metallo-hyd...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79608_YaeQ_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79609_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79612_LytTR_family_DNA-bin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
79613_histidine_kinase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79615_PHP_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79618_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79625_trypsin-like_peptida...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79626_DNA-deoxyinosine_gly...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79628_spermidine_synthase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79629_tadA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79643_thioredoxin_family_p...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79647_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79648_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79649_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79650_GGDEF_domain-contain...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79655_pssA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79657_TetR-AcrR_family_tra...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79663_ATP-binding_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79665_response_regulator.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79666_response_regulator.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79667_chemotaxis_protein_C...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79668_methyl-accepting_che...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79669_Hpt_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79675_pyrR.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79682_rhodanese-like_domai...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79692_DUF2970_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79694_DUF2909_family_prote...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79696_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79697_COX15-CtaA_family_pr...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79701_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
79702_cysteine_dioxygenase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79703_MarR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79704_CHASE_domain-contain...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79713_PDZ_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79714_DUF3108_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79716_pyridoxamine_5--phos...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79721_polysaccharide_biosy...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79723_glycosyltransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79725_class_I_SAM-dependen...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79726_ribbon-helix-helix_d...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79727_PIN_domain-containin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79731_nucleotidyltransfera...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79732_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79738_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79739_glycosyltransferase_...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79740_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79741_right-handed_paralle...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79742_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79744_class_I_SAM-dependen...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79745_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79748_LicD_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79749_glycosyltransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79751_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79752_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79753_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79754_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79755_class_I_SAM-dependen...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79757_glycosyltransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79759_sulfotransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79760_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79761_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79762_polysaccharide_biosy...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79769_adenylyltransferase-...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79770_SAM-dependent_methyl...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79772_YceD_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79780_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79782_sigma-E_factor_negat...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79783_MucB-RseB_C-terminal...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79787_DUF4845_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79790_recO.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79794_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79805_cysteine-rich_CWC_fa...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79809_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79816_histidine_kinase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79830_thioredoxin_family_p...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79833_alpha-beta_hydrolase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79837_tripartite_tricarbox...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79838_enoyl-CoA_hydratase-...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79844_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79851_pqqA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79855_M48_family_metallopr...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79859_fae.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79866_H4MPT-linked_C1_tran...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79870_dihydromethanopterin...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79877_ATP-grasp_domain-con...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79887_ORF6N_domain-contain...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79888_DUF1854_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79890_cphA.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
79907_Crp-Fnr_family_trans...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79910_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79911_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79912_LysR_family_transcri...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79913_phenolic_acid_decarb...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79924_DUF2917_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79927_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79930_TonB-dependent_sider...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79933_DUF2788_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79934_DUF2189_domain-conta...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79940_Tim44-like_domain-co...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79941_DUF456_domain-contai...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79943_DUF748_domain-contai...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79948_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79949_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79964_cell_division_protei...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79967_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79970_zinc-dependent_metal...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79985_ABC_transporter_ATP-...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79990_acyl-CoA_dehydrogena...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
79991_Dabb_family_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80001_phospholipase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80012_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80013_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80016_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80018_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80019_ATP-binding_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
80021_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80022_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80025_polysaccharide_deace...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80026_glycosyltransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80027_NAD-P--FAD-dependent...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80028_c-type_cytochrome.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80029_glycosyltransferase_...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80031_glycosyltransferase.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80034_HAD-IIIA_family_hydr...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80036_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80037_SDR_family_oxidoredu...faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
80038_hypothetical_protein.faa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
